the_geom,BoroCode,BoroName,BoroCD,CounDist,AssemDist,StSenDist,CongDist,street,segmentid,Rank,PMP_ID,NTA2020,Boro,Category,NTAName,FEMAFldz,FEMAFldT,HrcEvac,SHAPE_Leng
"MULTILINESTRING ((-73.99506103553512 40.72881077247872, -73.99581237203486 40.72918053218368))",1,Manhattan,102,1,66,27,"10,12",WEST 4 STREET,32572,2,30658,MN0202,MN,Regional,Greenwich Village,X,AREA OF MINIMAL FLOOD HAZARD,,248.0166748
"MULTILINESTRING ((-73.99425278465485 40.72841245709895, -73.99314657033392 40.727867201571904))",1,Manhattan,102,"1,2",66,"26,27",12,EAST 4 STREET,32585,2,30722,MN0202,MN,Regional,Greenwich Village,X,AREA OF MINIMAL FLOOD HAZARD,,365.3332135
"MULTILINESTRING ((-73.99960360348689 40.731043256314614, -74.00049827022171 40.73148226904339))",1,Manhattan,102,1,66,27,10,WEST 4 STREET,330332,2,30698,MN0202,MN,Regional,Greenwich Village,X,AREA OF MINIMAL FLOOD HAZARD,5,295.0689989
"MULTILINESTRING ((-74.00049827022171 40.73148226904339, -74.00095442249545 40.731706098309964))",1,Manhattan,102,"3,1",66,27,10,WEST 4 STREET,330333,2,30698,MN0202,MN,Regional,"Greenwich Village,West Village",X,AREA OF MINIMAL FLOOD HAZARD,"4,5",150.4416312
"MULTILINESTRING ((-73.97559123850982 40.75785965892432, -73.97407666172445 40.757221004164485))",1,Manhattan,105,4,73,27,12,EAST 50 STREET,165387,2,32280,MN0502,MN,Regional,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,479.7978323
"MULTILINESTRING ((-73.97720026571093 40.758537932851446, -73.97559123850982 40.75785965892432))",1,Manhattan,105,4,"73,75",27,12,EAST 50 STREET,35844,2,32315,MN0502,MN,Regional,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,509.677893
"MULTILINESTRING ((-73.97720026571093 40.758537932851446, -73.97844980454747 40.75906501373832))",1,Manhattan,105,4,"73,75",27,12,WEST 50 STREET,35842,2,32539,MN0502,MN,Regional,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,395.8643446
"MULTILINESTRING ((-73.98404974058087 40.761423068141596, -73.98610406164275 40.76228995269565))",1,Manhattan,"105,104","3,4",75,27,"10,12",WEST 50 STREET,34089,2,31957,MN0502,MN,Regional,"Hell's Kitchen,Midtown-Times Square",X,AREA OF MINIMAL FLOOD HAZARD,,650.8616833
"MULTILINESTRING ((-73.98362866795605 40.76206478958801, -73.9856467781517 40.762914873651106))",1,Manhattan,"105,104","3,4","67,75",27,"10,12",WEST 51 STREET,34092,2,32321,MN0502,MN,Regional,"Hell's Kitchen,Midtown-Times Square",X,AREA OF MINIMAL FLOOD HAZARD,,639.1159363
"MULTILINESTRING ((-73.98280727789124 40.761718516033405, -73.98362866795605 40.76206478958801))",1,Manhattan,105,"3,4","67,75",27,12,WEST 51 STREET,34208,2,32477,MN0502,MN,Regional,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,260.1777241
"MULTILINESTRING ((-73.97674467649125 40.75916473813565, -73.97798851601284 40.759689561658035))",1,Manhattan,105,4,"73,75",27,12,WEST 51 STREET,35845,2,32537,MN0502,MN,Regional,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,394.0818662
"MULTILINESTRING ((-73.97798851601284 40.759689561658035, -73.97997188175877 40.76052470038072))",1,Manhattan,105,4,75,27,12,WEST 51 STREET,35852,2,32537,MN0502,MN,Regional,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,628.0751226
"MULTILINESTRING ((-73.98201840784064 40.7613858564115, -73.98280727789124 40.761718516033405))",1,Manhattan,105,4,"67,75",27,12,WEST 51 STREET,297850,2,32568,MN0502,MN,Regional,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,249.8947643
"MULTILINESTRING ((-73.97997188175877 40.76052470038072, -73.981377802636 40.76111602832511))",1,Manhattan,105,4,75,27,12,WEST 51 STREET,297843,2,32568,MN0502,MN,Regional,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,445.0938731
"MULTILINESTRING ((-73.98166031252235 40.761234847490655, -73.98201840784064 40.7613858564115))",1,Manhattan,105,4,75,27,12,WEST 51 STREET,297849,2,32568,MN0502,MN,Regional,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,113.4367384
"MULTILINESTRING ((-73.97296602689616 40.7583892810794, -73.9714504809013 40.75774923184795))",1,Manhattan,"105,106",4,73,"28,27",12,EAST 52 STREET,165398,2,32894,MN0604,MN,Regional,East Midtown-Turtle Bay,X,AREA OF MINIMAL FLOOD HAZARD,,480.2762365
"MULTILINESTRING ((-73.9730685188602 40.75843149284046, -73.97296602689616 40.7583892810794))",1,Manhattan,105,4,73,27,12,EAST 52 STREET,165397,2,32894,MN0604,MN,Regional,"Midtown-Times Square,East Midtown-Turtle Bay",X,AREA OF MINIMAL FLOOD HAZARD,,32.2915717
"MULTILINESTRING ((-73.97951319122397 40.761148561334245, -73.98120372467486 40.76186198517453))",1,Manhattan,105,4,75,27,12,WEST 52 STREET,269857,2,32556,MN0502,MN,Regional,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,535.615551
"MULTILINESTRING ((-73.98120372467486 40.76186198517453, -73.9823506899154 40.76234309988428))",1,Manhattan,105,4,"67,75",27,12,WEST 52 STREET,269858,2,32556,MN0502,MN,Regional,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,362.8785101
"MULTILINESTRING ((-73.98321466934951 40.76270716783506, -73.98519152229102 40.763543674168766))",1,Manhattan,"105,104","3,4",67,27,"10,12",WEST 52 STREET,34106,2,32368,MN0502,MN,Regional,"Hell's Kitchen,Midtown-Times Square",X,AREA OF MINIMAL FLOOD HAZARD,,626.717861
"MULTILINESTRING ((-73.9714504809013 40.75774923184795, -73.9698485988625 40.757075957333555))",1,Manhattan,"105,106",4,73,"28,27",12,EAST 52 STREET,36133,2,32919,MN0604,MN,Regional,East Midtown-Turtle Bay,X,AREA OF MINIMAL FLOOD HAZARD,,507.0684756
"MULTILINESTRING ((-73.96760620783024 40.75613198837871, -73.96524094360828 40.75512992895984))",1,Manhattan,106,4,73,28,12,EAST 52 STREET,36249,2,32920,MN0604,MN,Regional,East Midtown-Turtle Bay,X,AREA OF MINIMAL FLOOD HAZARD,2,750.1314573
"MULTILINESTRING ((-73.9762887014338 40.75978674899684, -73.97740673739042 40.76025895071055))",1,Manhattan,105,4,"73,75",27,12,WEST 52 STREET,271331,2,32558,MN0502,MN,Regional,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,354.3027583
"MULTILINESTRING ((-73.97740673739042 40.76025895071055, -73.97951319122397 40.761148561334245))",1,Manhattan,105,4,75,27,12,WEST 52 STREET,271332,2,32558,MN0502,MN,Regional,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,667.5160617
"MULTILINESTRING ((-73.97405271511711 40.758848025731695, -73.97359102275661 40.75865248244396))",1,Manhattan,105,4,73,27,12,EAST 52 STREET,297611,2,32563,MN0502,MN,Regional,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,146.4082876
"MULTILINESTRING ((-73.97467949866774 40.75911348724407, -73.97405271511711 40.758848025731695))",1,Manhattan,105,4,73,27,12,EAST 52 STREET,297609,2,32563,MN0502,MN,Regional,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,198.75952
"MULTILINESTRING ((-73.97359102275661 40.75865248244396, -73.97316786101571 40.758473254424494))",1,Manhattan,105,4,73,27,12,EAST 52 STREET,297612,2,32563,MN0502,MN,Regional,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,134.1907241
"MULTILINESTRING ((-73.9762887014338 40.75978674899684, -73.97467949866774 40.75911348724407))",1,Manhattan,105,4,"73,75",27,12,EAST 52 STREET,35855,2,32384,MN0502,MN,Regional,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,508.8303129
"MULTILINESTRING ((-73.98281763041238 40.76336492857822, -73.98362727289212 40.76370260409017))",1,Manhattan,105,"3,4",67,27,12,WEST 53 STREET,257799,2,32548,MN0502,MN,Regional,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,255.8104003
"MULTILINESTRING ((-73.98362727289212 40.76370260409017, -73.98473393726681 40.76416910463622))",1,Manhattan,"105,104",3,67,27,"10,12",WEST 53 STREET,257800,2,32548,MN0502,MN,Regional,"Hell's Kitchen,Midtown-Times Square",X,AREA OF MINIMAL FLOOD HAZARD,,350.5246122
"MULTILINESTRING ((-73.98189428266187 40.76296844732657, -73.98281763041238 40.76336492857822))",1,Manhattan,105,"3,4","67,75","28,27",12,WEST 53 STREET,34224,2,32320,MN0502,MN,Regional,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,293.7543507
"MULTILINESTRING ((-73.98012194228914 40.76222287164876, -73.98074846014258 40.76248659529886))",1,Manhattan,105,4,75,"28,27",12,WEST 53 STREET,269862,2,32544,MN0502,MN,Regional,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,198.3801248
"MULTILINESTRING ((-73.97583011953847 40.76041851982221, -73.97705598960785 40.760932179683394))",1,Manhattan,105,4,"73,75","28,27",12,WEST 53 STREET,271349,2,32546,MN0502,MN,Regional,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,387.7516296
"MULTILINESTRING ((-73.98074846014258 40.76248659529886, -73.98189428266187 40.76296844732657))",1,Manhattan,105,4,"67,75","28,27",12,WEST 53 STREET,269863,2,32544,MN0502,MN,Regional,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,362.7287001
"MULTILINESTRING ((-73.97422333721101 40.75973979431074, -73.97270891956775 40.75909995203046))",1,Manhattan,105,4,73,27,12,EAST 53 STREET,165401,2,32523,MN0502,MN,Regional,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,479.958943
"MULTILINESTRING ((-73.97270891956775 40.75909995203046, -73.972612713426 40.759059308326705))",1,Manhattan,105,4,73,27,12,EAST 53 STREET,165402,2,32523,MN0502,MN,Regional,"Midtown-Times Square,East Midtown-Turtle Bay",X,AREA OF MINIMAL FLOOD HAZARD,,30.48977618
"MULTILINESTRING ((-73.98246970780873 40.764033463603006, -73.98428230166083 40.7647918145191))",1,Manhattan,"105,104","3,4",67,27,"10,12",WEST 54 STREET,34220,2,32465,MN0502,MN,Regional,"Hell's Kitchen,Midtown-Times Square",X,AREA OF MINIMAL FLOOD HAZARD,,573.1088831
"MULTILINESTRING ((-73.98037226107243 40.76314570818, -73.98143352012764 40.76359436042076))",1,Manhattan,105,4,"67,75","28,27",12,WEST 54 STREET,269871,2,32555,MN0502,MN,Regional,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,336.3735648
"MULTILINESTRING ((-73.97376587587851 40.7603641640351, -73.97226011806941 40.75972542550831))",1,Manhattan,105,4,73,27,12,EAST 54 STREET,165403,2,32522,MN0502,MN,Regional,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,477.6638264
"MULTILINESTRING ((-73.98029080666147 40.763110833952595, -73.98037226107243 40.76314570818))",1,Manhattan,105,4,75,28,12,WEST 54 STREET,269870,2,32555,MN0502,MN,Regional,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,25.89572197
"MULTILINESTRING ((-73.97860169422562 40.76239607157254, -73.98029080666147 40.763110833952595))",1,Manhattan,105,4,75,28,12,WEST 54 STREET,269867,2,32555,MN0502,MN,Regional,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,535.5007295
"MULTILINESTRING ((-73.97179694092627 40.76035512693644, -73.9716960918922 40.76031266051782))",1,Manhattan,105,4,73,"28,27",12,EAST 55 STREET,136465,2,32530,MN0502,MN,Regional,"Midtown-Times Square,East Midtown-Turtle Bay",X,AREA OF MINIMAL FLOOD HAZARD,,31.93622959
"MULTILINESTRING ((-73.9733088700816 40.76098886517997, -73.97179694092627 40.76035512693644))",1,Manhattan,105,4,"73,75","28,27",12,EAST 55 STREET,36004,2,32530,MN0502,MN,Regional,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,478.2720109
"MULTILINESTRING ((-73.97491476261229 40.76166726993646, -73.978139317028 40.76302401449365))",1,Manhattan,105,4,"73,75","28,27",12,WEST 55 STREET,35996,2,32329,MN0502,MN,Regional,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,1020.917274
"MULTILINESTRING ((-73.978139317028 40.76302401449365, -73.97991121624315 40.76377256605642))",1,Manhattan,105,4,75,28,12,WEST 55 STREET,269872,2,32552,MN0502,MN,Regional,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,561.5225069
"MULTILINESTRING ((-73.97991121624315 40.76377256605642, -73.9809806479179 40.764222657453516))",1,Manhattan,105,4,"67,75","28,27",12,WEST 55 STREET,269873,2,32552,MN0502,MN,Regional,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,338.6052096
"MULTILINESTRING ((-73.97768600574479 40.76364440292904, -73.97946083776382 40.764402018285665))",1,Manhattan,105,4,75,"28,27",12,WEST 56 STREET,269888,2,32551,MN0502,MN,Regional,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,563.8380248
"MULTILINESTRING ((-73.97946083776382 40.764402018285665, -73.98052788778028 40.76484349739516))",1,Manhattan,105,4,"67,75","28,27",12,WEST 56 STREET,269889,2,32551,MN0502,MN,Regional,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,336.5147222
"MULTILINESTRING ((-73.9819884516841 40.765459859827075, -73.98336657886021 40.766045241492385))",1,Manhattan,"105,104","3,4",67,27,"10,12",WEST 56 STREET,34236,2,32407,MN0502,MN,Regional,"Hell's Kitchen,Midtown-Times Square",X,AREA OF MINIMAL FLOOD HAZARD,,437.2869223
"MULTILINESTRING ((-73.98052788778028 40.76484349739516, -73.9819884516841 40.765459859827075))",1,Manhattan,105,"3,4","67,75","28,27",12,WEST 56 STREET,34230,2,32297,MN0502,MN,Regional,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,462.7323973
"MULTILINESTRING ((-73.99381726176284 40.77133033001715, -73.99420752576366 40.771505418913925))",1,Manhattan,104,6,67,27,10,WEST 57 STREET,164761,2,32098,MN0402,MN,Regional,Hell's Kitchen,"AE,X",",0.2 PCT ANNUAL CHANCE FLOOD HAZARD",2,125.5156375
"MULTILINESTRING ((-73.97236138802477 40.76228837591534, -73.97086261801566 40.76165595153317))",1,Manhattan,105,4,73,28,12,EAST 57 STREET,165409,2,32462,MN0502,MN,Regional,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,474.8432326
"MULTILINESTRING ((-73.99234477659324 40.770708963730044, -73.99359699847906 40.771233522002476))",1,Manhattan,104,6,67,27,10,WEST 57 STREET,310173,2,32098,MN0402,MN,Regional,Hell's Kitchen,X,"0.2 PCT ANNUAL CHANCE FLOOD HAZARD,AREA OF MINIMAL FLOOD HAZARD",2,396.0148561
"MULTILINESTRING ((-73.98855898630937 40.769115817174196, -73.9907518232195 40.770038989506))",1,Manhattan,104,"3,6",67,27,10,WEST 57 STREET,106111,2,32092,MN0402,MN,Regional,Hell's Kitchen,X,AREA OF MINIMAL FLOOD HAZARD,6,694.303529
"MULTILINESTRING ((-73.99359699847906 40.771233522002476, -73.99381726176284 40.77133033001715))",1,Manhattan,104,6,67,27,10,WEST 57 STREET,310174,2,32098,MN0402,MN,Regional,Hell's Kitchen,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,2,70.47096834
"MULTILINESTRING ((-73.97898323109823 40.76507037271111, -73.98003575710803 40.76552103342046))",1,Manhattan,105,4,"67,75","28,27",12,WEST 57 STREET,269900,2,32553,MN0502,MN,Regional,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,334.6123959
"MULTILINESTRING ((-73.97719688637932 40.76432369162245, -73.97898323109823 40.76507037271111))",1,Manhattan,105,4,75,"28,27",12,WEST 57 STREET,269899,2,32553,MN0502,MN,Regional,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,564.6867884
"MULTILINESTRING ((-73.98209746510464 40.76639121666669, -73.98213312329783 40.76640605169905))",1,Manhattan,105,3,"67,75",27,12,WEST 57 STREET,271245,2,32557,MN0502,MN,Regional,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,11.25955579
"MULTILINESTRING ((-73.99140050413907 40.77031339158753, -73.99234477659324 40.770708963730044))",1,Manhattan,104,6,67,27,10,WEST 57 STREET,294515,2,32098,MN0402,MN,Regional,Hell's Kitchen,X,AREA OF MINIMAL FLOOD HAZARD,"2,6",298.6300545
"MULTILINESTRING ((-73.98213312329783 40.76640605169905, -73.98287713494129 40.766715594893384))",1,Manhattan,"105,104",3,"67,75",27,"10,12",WEST 57 STREET,271246,2,32557,MN0502,MN,Regional,"Hell's Kitchen,Midtown-Times Square",X,AREA OF MINIMAL FLOOD HAZARD,,234.9328208
"MULTILINESTRING ((-73.98287713494129 40.766715594893384, -73.98571611403986 40.76791720875196))",1,Manhattan,"105,104",3,"67,75",27,"10,12",WEST 57 STREET,34114,2,32041,MN0402,MN,Regional,"Hell's Kitchen,Midtown-Times Square",X,AREA OF MINIMAL FLOOD HAZARD,,900.0458145
"MULTILINESTRING ((-73.9818473785731 40.76628716664033, -73.98209746510464 40.76639121666669))",1,Manhattan,105,"3,4","67,75","28,27",12,WEST 57 STREET,271235,2,32557,MN0502,MN,Regional,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,78.96920419
"MULTILINESTRING ((-73.97396798923278 40.76296658678867, -73.97236138802477 40.76228837591534))",1,Manhattan,105,4,"73,75",28,12,EAST 57 STREET,36014,2,32494,MN0502,MN,Regional,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,509.0532395
"MULTILINESTRING ((-73.97396798923278 40.76296658678867, -73.97719688637932 40.76432369162245))",1,Manhattan,105,4,"73,75","28,27",12,WEST 57 STREET,36012,2,32313,MN0502,MN,Regional,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,1022.018321
"MULTILINESTRING ((-73.96480079543764 40.75998213888346, -73.96400432158649 40.75964923730852))",1,Manhattan,106,"5,4",73,28,12,EAST 58 STREET,36369,2,32974,MN0604,MN,Regional,East Midtown-Turtle Bay,X,AREA OF MINIMAL FLOOD HAZARD,,251.7864291
"MULTILINESTRING ((-73.97035775306011 40.76233140909118, -73.97025814675949 40.76228875264046))",1,Manhattan,105,4,73,28,12,EAST 58 STREET,165475,2,32370,MN0502,MN,Regional,"Midtown-Times Square,East Midtown-Turtle Bay",X,AREA OF MINIMAL FLOOD HAZARD,,31.668701
"MULTILINESTRING ((-73.96400432158649 40.75964923730852, -73.96243278478053 40.75898065101171))",1,Manhattan,106,5,73,28,12,EAST 58 STREET,36373,2,32974,MN0604,MN,Regional,East Midtown-Turtle Bay,X,AREA OF MINIMAL FLOOD HAZARD,,498.8802406
"MULTILINESTRING ((-73.9718690402879 40.762963292824864, -73.97035775306011 40.76233140909118))",1,Manhattan,105,4,73,28,12,EAST 58 STREET,165474,2,32370,MN0502,MN,Regional,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,477.7795115
"MULTILINESTRING ((-73.96864226160413 40.76159996052615, -73.96708380659976 40.76094294179958))",1,Manhattan,"105,106",4,73,28,12,EAST 58 STREET,165472,2,32936,MN0604,MN,Regional,East Midtown-Turtle Bay,X,AREA OF MINIMAL FLOOD HAZARD,,493.6523564
"MULTILINESTRING ((-73.97025814675949 40.76228875264046, -73.97014355072993 40.76224055501793))",1,Manhattan,105,4,73,28,12,EAST 58 STREET,165480,2,32402,MN0604,MN,Regional,"Midtown-Times Square,East Midtown-Turtle Bay",X,AREA OF MINIMAL FLOOD HAZARD,,36.27859241
"MULTILINESTRING ((-73.9734652341548 40.76365910485042, -73.9718690402879 40.762963292824864))",1,Manhattan,105,4,"73,75",28,12,EAST 58 STREET,36021,2,32312,MN0502,MN,Regional,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,509.6895585
"MULTILINESTRING ((-73.98806289566656 40.76979079950999, -73.99059644767055 40.770854810383106))",1,Manhattan,104,"3,6",67,27,10,WEST 58 STREET,106113,2,32089,MN0402,MN,Regional,"Hell's Kitchen,Upper West Side-Lincoln Square",X,AREA OF MINIMAL FLOOD HAZARD,6,801.7164825
"MULTILINESTRING ((-73.99059644767055 40.770854810383106, -73.99091307541295 40.770987759067786))",1,Manhattan,104,6,67,27,10,WEST 58 STREET,106114,2,32089,MN0402,MN,Regional,"Hell's Kitchen,Upper West Side-Lincoln Square",X,AREA OF MINIMAL FLOOD HAZARD,"2,6",100.1885287
"MULTILINESTRING ((-73.97954417344154 40.76619741472951, -73.98171761581364 40.76710877478647))",1,Manhattan,105,"3,4",75,"28,27",12,WEST 58 STREET,34247,2,32357,MN0502,MN,Regional,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,687.5431
"MULTILINESTRING ((-73.98171761581364 40.76710877478647, -73.98236545044408 40.767392152621454))",1,Manhattan,"105,104","3,4","67,75","28,27","10,12",WEST 58 STREET,34240,2,32473,MN0502,MN,Regional,"Hell's Kitchen,Midtown-Times Square,Upper West Side-Lincoln Square",X,AREA OF MINIMAL FLOOD HAZARD,,207.0312597
"MULTILINESTRING ((-73.9852172029634 40.768594630679466, -73.98806289566656 40.76979079950999))",1,Manhattan,104,"3,6",67,27,10,WEST 58 STREET,34118,2,32051,MN0402,MN,Regional,"Hell's Kitchen,Upper West Side-Lincoln Square",X,AREA OF MINIMAL FLOOD HAZARD,6,900.6902253
"MULTILINESTRING ((-73.98236545044408 40.767392152621454, -73.98410142424994 40.76812416171348))",1,Manhattan,"105,104",3,"67,75",27,"10,12",WEST 58 STREET,331396,2,32039,MN0402,MN,Regional,"Hell's Kitchen,Midtown-Times Square,Upper West Side-Lincoln Square",X,AREA OF MINIMAL FLOOD HAZARD,,549.8686864
"MULTILINESTRING ((-73.98410142424994 40.76812416171348, -73.9852172029634 40.768594630679466))",1,Manhattan,104,3,67,27,10,WEST 58 STREET,331397,2,32039,MN0402,MN,Regional,"Hell's Kitchen,Upper West Side-Lincoln Square",X,AREA OF MINIMAL FLOOD HAZARD,,353.4159167
"MULTILINESTRING ((-73.99091307541295 40.770987759067786, -73.99365606224232 40.77214596274006))",1,Manhattan,104,6,67,27,10,WEST 58 STREET,164828,2,31999,MN0402,MN,Regional,"Hell's Kitchen,Upper West Side-Lincoln Square","AE,X",",0.2 PCT ANNUAL CHANCE FLOOD HAZARD,AREA OF MINIMAL FLOOD HAZARD","2,6",869.0786121
"MULTILINESTRING ((-73.96968801251849 40.762865962422154, -73.96818687760076 40.76222682181592))",1,Manhattan,"105,108,106",4,73,28,12,EAST 59 STREET,165485,2,32944,MN0604,MN,Regional,"East Midtown-Turtle Bay,Upper East Side-Carnegie Hill",X,AREA OF MINIMAL FLOOD HAZARD,,476.6037862
"MULTILINESTRING ((-73.9698002894773 40.76291351152215, -73.96968801251849 40.762865962422154))",1,Manhattan,"105,108",4,73,28,12,EAST 59 STREET,165484,2,32944,MN0604,MN,Regional,"Midtown-Times Square,East Midtown-Turtle Bay,Upper East Side-Carnegie Hill",X,AREA OF MINIMAL FLOOD HAZARD,,35.60196302
"MULTILINESTRING ((-73.96355618923229 40.76028081850211, -73.96308073620641 40.76008316301565))",1,Manhattan,"108,106",5,73,28,12,EAST 59 STREET,165611,2,33035,MN0604,MN,Regional,"East Midtown-Turtle Bay,Upper East Side-Lenox Hill-Roosevelt Island",X,AREA OF MINIMAL FLOOD HAZARD,,150.1153629
"MULTILINESTRING ((-73.95972180427427 40.758663063494545, -73.95903681114247 40.75838378248786))",1,Manhattan,"108,106",5,73,28,12,EAST 59 STREET,36505,2,33037,MN0604,MN,Regional,"East Midtown-Turtle Bay,Upper East Side-Lenox Hill-Roosevelt Island",X,AREA OF MINIMAL FLOOD HAZARD,,215.3264406
"MULTILINESTRING ((-73.97301487168086 40.76427887940357, -73.97141141638735 40.76358747367453))",1,Manhattan,"105,164,108","6,4","73,75","28,29","10,12",EAST 59 STREET,36024,2,32518,MN0502,MN,Regional,"Midtown-Times Square,Upper East Side-Carnegie Hill,Central Park",X,AREA OF MINIMAL FLOOD HAZARD,,510.638187
"MULTILINESTRING ((-73.96658338491962 40.76155093457686, -73.96431353643992 40.76059923091431))",1,Manhattan,"108,106","5,4",73,28,12,EAST 59 STREET,36273,2,32966,MN0604,MN,Regional,"East Midtown-Turtle Bay,Upper East Side-Lenox Hill-Roosevelt Island,Upper East Side-Carnegie Hill",X,AREA OF MINIMAL FLOOD HAZARD,,718.0717601
"MULTILINESTRING ((-73.96196573684979 40.75961945997222, -73.95972180427427 40.758663063494545))",1,Manhattan,"108,106",5,73,28,12,EAST 59 STREET,36394,2,32988,MN0604,MN,Regional,"East Midtown-Turtle Bay,Upper East Side-Lenox Hill-Roosevelt Island",X,AREA OF MINIMAL FLOOD HAZARD,,712.6433981
"MULTILINESTRING ((-73.96818687760076 40.76222682181592, -73.96658338491962 40.76155093457686))",1,Manhattan,"105,108,106",4,73,28,12,EAST 59 STREET,36264,2,32915,MN0604,MN,Regional,"East Midtown-Turtle Bay,Upper East Side-Lenox Hill-Roosevelt Island,Upper East Side-Carnegie Hill",X,AREA OF MINIMAL FLOOD HAZARD,,507.8938337
"MULTILINESTRING ((-73.96308073620641 40.76008316301565, -73.96196573684979 40.75961945997222))",1,Manhattan,"108,106",5,73,28,12,EAST 59 STREET,165612,2,33036,MN0604,MN,Regional,"East Midtown-Turtle Bay,Upper East Side-Lenox Hill-Roosevelt Island",X,AREA OF MINIMAL FLOOD HAZARD,,352.0720623
"MULTILINESTRING ((-73.96990489228263 40.762958042718985, -73.9698002894773 40.76291351152215))",1,Manhattan,"105,108",4,73,28,12,EAST 59 STREET,165477,2,32374,MN0502,MN,Regional,"Midtown-Times Square,East Midtown-Turtle Bay,Upper East Side-Carnegie Hill",X,AREA OF MINIMAL FLOOD HAZARD,,33.20977119
"MULTILINESTRING ((-73.97141141638735 40.76358747367453, -73.96990489228263 40.762958042718985))",1,Manhattan,"105,108",4,73,28,12,EAST 59 STREET,165476,2,32374,MN0502,MN,Regional,"Midtown-Times Square,Upper East Side-Carnegie Hill",X,AREA OF MINIMAL FLOOD HAZARD,,476.1893156
"MULTILINESTRING ((-73.96183836961258 40.77958419196854, -73.96136872718249 40.78022974949781))",1,Manhattan,"164,108","6,4","73,69","28,29","10,12",5 AVENUE,37485,2,33975,MN0802,MN,Regional,"Upper East Side-Carnegie Hill,Central Park",X,AREA OF MINIMAL FLOOD HAZARD,,268.7669441
"MULTILINESTRING ((-73.95693059575576 40.78630412454801, -73.95671863109216 40.78660079359877))",1,Manhattan,"164,108","6,4","68,69","28,29","10,12",5 AVENUE,309942,2,34003,MN0802,MN,Regional,"Upper East Side-Carnegie Hill,Central Park",X,AREA OF MINIMAL FLOOD HAZARD,,122.9964603
"MULTILINESTRING ((-73.95703225625347 40.78616183917839, -73.95693059575576 40.78630412454801))",1,Manhattan,"164,108","6,4","68,69","28,29","10,12",5 AVENUE,309941,2,34003,MN0802,MN,Regional,"Upper East Side-Carnegie Hill,Central Park",X,AREA OF MINIMAL FLOOD HAZARD,,58.99036802
